stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,NVBW_HST_DHID
"de:05113:9628:2:1","","Essen Wackenberg","51.4672177","7.1010655","","","","0","","de:05113:9628"
"de:05113:9629:1:1","","Essen Waldsaum","51.4224545","7.0285445","","","","0","","de:05113:9629"
"de:05113:9629:1:2","","Essen Waldsaum","51.4224657","7.0285445","","","","0","","de:05113:9629"
"de:05113:9630:1:1","","Essen Weg zur Platte","51.4022897","6.9899888","","","","0","","de:05113:9630"
"de:05113:9630:1:2","","Essen Weg zur Platte","51.4024185","6.9899798","","","","0","","de:05113:9630"
"de:05113:9632:1:1","","Essen Walpurgisstr.","51.4306209","7.0164083","","","","0","","de:05113:9632"
"de:05113:9632:1:2","","Essen Walpurgisstr.","51.4304529","7.01657","","","","0","","de:05113:9632"
"de:05113:9633:1:1","","Essen Wangeroogeweg","51.4208692","6.9780682","","","","0","","de:05113:9633"
"de:05113:9633:1:2","","Essen Wangeroogeweg","51.4209476","6.9783107","","","","0","","de:05113:9633"
"de:05113:9634:1:2","","Essen Wasserturm","51.4522959","7.0278438","","0","de:05113:9634_Parent","0","","de:05113:9634"
